usd_cleaning_fee,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type
25,Apartment,Private room,moderate,Real Bed,Hackney,35,NA,2,1,100,2,1,0.09,10,2,1,654,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,Hackney,moderate,Private room,Apartment
NA,House,Private room,moderate,Real Bed,Hackney,60,86,2,2,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,60,Hackney,moderate,Private room,House
40,Apartment,Entire home/apt,strict,Real Bed,Hackney,79,100,4,1,93,43,1,2.15,0,2,2,600,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,79,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,1,2,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,30,Hackney,flexible,Private room,Apartment
10,House,Private room,flexible,Real Bed,Hackney,27,NA,1,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,27,Hackney,flexible,Private room,House
45,Apartment,Entire home/apt,moderate,Real Bed,Hackney,95,100,4,2,80,1,2,0.18,25,5,2,170,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,95,Hackney,moderate,Entire home/apt,Apartment
35,Apartment,Entire home/apt,moderate,Real Bed,Hackney,200,100,4,1,100,1,4,0.14,30,2,3,221,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,200,Hackney,moderate,Entire home/apt,Apartment
195,House,Entire home/apt,strict,Real Bed,Hackney,335,98,8,1.5,NA,0,1,NA,0,4,6,NA,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,335,Hackney,strict,Entire home/apt,House
80,House,Entire home/apt,strict,Real Bed,Hackney,260,79,8,2,88,5,1,0.24,0,2,5,614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,260,Hackney,strict,Entire home/apt,House
35,Apartment,Entire home/apt,moderate,Real Bed,Hackney,180,100,3,1,93,3,1,0.34,0,2,2,260,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,180,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,36,90,2,1,100,1,1,1,0,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Hackney,flexible,Private room,Apartment
25,Apartment,Entire home/apt,strict,Real Bed,Hackney,88,99,4,1,82,192,2,4.44,10,1,2,1296,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,88,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,51,100,2,1,100,2,1,0.98,15,1,1,60,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,51,Hackney,strict,Private room,Apartment
35,Apartment,Entire home/apt,strict,Real Bed,Hackney,72,100,3,1,100,3,1,0.16,0,2,1,571,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,72,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,33,100,2,1,97,25,1,1.12,10,1,1,666,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,33,Hackney,strict,Private room,Apartment
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,350,100,4,3,97,19,1,0.89,0,2,2,642,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,350,Hackney,strict,Entire home/apt,Apartment
NA,House,Entire home/apt,flexible,Real Bed,Hackney,133,67,5,1,NA,0,1,NA,0,3,4,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,133,Hackney,flexible,Entire home/apt,House
60,House,Entire home/apt,strict,Real Bed,Hackney,225,NA,9,2.5,NA,0,1,NA,0,2,6,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,225,Hackney,strict,Entire home/apt,House
NA,Apartment,Private room,moderate,Real Bed,Hackney,80,100,2,1,NA,0,1,NA,30,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,80,Hackney,moderate,Private room,Apartment
15,House,Entire home/apt,moderate,Real Bed,Hackney,80,67,5,1.5,91,18,2,0.63,20,1,4,858,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,House
NA,Apartment,Private room,moderate,Real Bed,Hackney,49,NA,2,1,100,1,1,0.05,0,2,1,623,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,49,Hackney,moderate,Private room,Apartment
54,Apartment,Entire home/apt,strict,Real Bed,Hackney,95,100,2,1,100,2,1,0.97,0,2,1,61,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,moderate,Real Bed,Hackney,22,100,1,1,NA,0,1,NA,0,4,1,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,22,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,30,91,2,1,98,11,1,2.95,0,1,1,111,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,39,NA,2,1,80,3,1,0.12,0,1,1,747,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,Hackney,flexible,Private room,Apartment
15,House,Private room,strict,Real Bed,Hackney,35,100,2,1.5,60,12,1,0.79,0,1,1,454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,Hackney,strict,Private room,House
20,Apartment,Private room,strict,Real Bed,Hackney,35,100,1,1,85,8,1,0.36,15,1,1,670,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,35,Hackney,strict,Private room,Apartment
32,Apartment,Entire home/apt,moderate,Real Bed,Hackney,80,100,2,1,100,6,1,0.21,0,3,1,872,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,Apartment
15,Apartment,Private room,strict,Real Bed,Hackney,46,100,2,1.5,96,16,1,0.93,0,2,1,516,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,46,Hackney,strict,Private room,Apartment
NA,House,Private room,flexible,Couch,Hackney,30,NA,2,3,100,2,1,0.12,0,1,1,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,30,Hackney,flexible,Private room,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,45,94,1,1,87,9,1,6.75,0,3,1,39,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,35,100,1,1,NA,0,1,NA,0,7,1,NA,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,Hackney,moderate,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,120,NA,4,2,NA,0,1,NA,0,1,2,NA,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120,Hackney,flexible,Entire home/apt,Apartment
25,House,Private room,moderate,Real Bed,Hackney,47,100,2,1.5,97,27,1,0.52,0,2,1,1561,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,47,Hackney,moderate,Private room,House
NA,House,Private room,flexible,Real Bed,Hackney,35,25,1,2,NA,0,1,NA,0,1,1,NA,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,Hackney,flexible,Private room,House
10,House,Private room,strict,Real Bed,Hackney,27,100,1,0.5,93,28,1,0.7,0,2,1,1204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,27,Hackney,strict,Private room,House
NA,House,Private room,flexible,Real Bed,Hackney,80,75,2,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,Hackney,flexible,Private room,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,39,100,2,1,100,1,1,0.36,49,1,1,83,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,39,Hackney,flexible,Private room,Apartment
15,Apartment,Private room,strict,Real Bed,Hackney,45,100,1,1,96,9,1,3.03,0,1,1,88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,39,NA,2,1,NA,0,1,NA,0,10,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39,Hackney,flexible,Private room,Apartment
6,Apartment,Private room,moderate,Real Bed,Hackney,70,100,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,Hackney,moderate,Private room,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,33,50,2,1,93,3,1,0.91,0,3,1,98,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,33,Hackney,flexible,Private room,House
5,Apartment,Private room,flexible,Real Bed,Hackney,35,80,2,1.5,87,3,1,0.35,0,2,1,258,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,35,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,strict,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,14,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,30,Hackney,strict,Private room,Apartment
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,85,100,5,1,92,30,2,0.79,20,1,3,1132,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,85,Hackney,strict,Entire home/apt,Apartment
20,Apartment,Private room,strict,Real Bed,Hackney,40,NA,2,1,NA,0,2,NA,15,10,1,NA,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,40,Hackney,strict,Private room,Apartment
35,Apartment,Entire home/apt,flexible,Real Bed,Hackney,85,50,4,1,NA,0,4,NA,10,3,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,85,Hackney,flexible,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,65,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,65,Hackney,flexible,Private room,House
35,Apartment,Entire home/apt,flexible,Real Bed,Hackney,110,100,2,1,80,1,1,0.91,15,2,1,32,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,110,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,21,NA,1,1.5,NA,0,1,NA,0,10,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,70,NA,2,1,90,9,1,0.24,0,3,1,1134,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,70,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,55,NA,2,1,80,1,1,0.16,0,10,1,185,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,200,100,6,1,100,2,1,0.2,0,3,2,292,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,200,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,50,60,2,1,100,2,1,0.57,0,1,1,104,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,50,Hackney,flexible,Private room,Apartment
50,Apartment,Entire home/apt,strict,Real Bed,Hackney,140,100,6,1,NA,0,1,NA,0,7,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,140,Hackney,strict,Entire home/apt,Apartment
68,Apartment,Entire home/apt,moderate,Real Bed,Hackney,95,100,4,1,90,3,2,0.73,15,1,2,123,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,95,Hackney,moderate,Entire home/apt,Apartment
20,Apartment,Private room,strict,Real Bed,Hackney,28,90,2,1,80,5,1,0.17,10,2,1,883,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,28,Hackney,strict,Private room,Apartment
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,77,100,3,1,87,9,1,0.36,0,3,2,755,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,77,Hackney,strict,Entire home/apt,Apartment
85,House,Entire home/apt,moderate,Real Bed,Hackney,120,100,4,1,100,1,4,0.22,15,3,2,136,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120,Hackney,moderate,Entire home/apt,House
NA,Apartment,Private room,strict,Real Bed,Hackney,24,NA,2,1,NA,0,1,NA,0,6,1,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,24,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,41,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,41,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,55,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,55,Hackney,flexible,Private room,Apartment
NA,House,Private room,moderate,Real Bed,Hackney,30,NA,2,1.5,100,1,1,0.11,0,1,1,271,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,30,Hackney,moderate,Private room,House
73,Apartment,Entire home/apt,moderate,Real Bed,Hackney,89,100,6,1,94,25,2,3.91,15,2,3,191,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,89,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,moderate,Real Bed,Hackney,99,100,3,1,96,15,1,0.78,0,4,1,579,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,99,Hackney,moderate,Entire home/apt,Apartment
14,Apartment,Private room,moderate,Real Bed,Hackney,35,100,3,1.5,92,45,1,1.63,15,2,1,825,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,40,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40,Hackney,flexible,Private room,Apartment
20,Apartment,Private room,flexible,Real Bed,Hackney,62,NA,2,0.5,100,1,1,0.15,20,2,1,195,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,62,Hackney,flexible,Private room,Apartment
NA,House,Private room,strict,Couch,Hackney,36,100,2,2,NA,0,1,NA,0,4,1,NA,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,36,Hackney,strict,Private room,House
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,180,71,6,1,100,1,1,0.27,0,4,3,111,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,180,Hackney,flexible,Entire home/apt,Apartment
25,Apartment,Private room,strict,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,7,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,30,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,20,2,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,40,100,3,1,100,1,2,1,15,1,2,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40,Hackney,moderate,Private room,Apartment
20,Apartment,Entire home/apt,strict,Real Bed,Hackney,100,100,2,2,100,5,1,0.39,0,2,2,384,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,100,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,40,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40,Hackney,flexible,Private room,House
30,Apartment,Entire home/apt,moderate,Real Bed,Hackney,115,NA,2,1,97,13,2,0.49,30,4,1,795,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,115,Hackney,moderate,Entire home/apt,Apartment
